5103013;1;;TAXIS MUNDO FAS;8;4.00;0.50;4.99;4.80;20.00;3.84;8;47204
5103013;1;;TAXIS MUNDO GAD;8;21.00;5.20;8.00;6.61;20.00;5.29;8;47204
5103013;1;;QMD OPC HIJO 4;840;4.00;0.50;1.50;1.44;20.00;1.15;840;11825
5103013;1;;QMD OPC HIJO 21;840;21.00;5.20;2.45;2.02;20.00;1.62;840;11825
5103775;1;;AR CON REG REV;139;4.00;0.50;2.50;2.40;20.00;1.92;139;68067
5103775;1;;AR CON REG REG;139;21.00;5.20;1.00;0.83;20.00;0.66;139;68067
5105494;1;;CLARA POCKET;249;4.00;0.50;1.50;5.77;20.00;4.62;105;32909
5105494;1;;CLARA POCKET;249;4.00;0.50;1.50;5.77;20.00;4.62;105;32909
5105494;1;;PACK IN STYLE;105;4.00;0.50;3.00;2.88;20.00;2.31;105;53001
5105494;1;;PACK IN STYLE H;105;21.00;5.20;1.95;1.61;20.00;1.29;105;53001
5108524;1;;DELICIAS 1-IORNO2;8;4.00;0.50;4.99;4.80;20.00;3.84;8;47233
5108524;1;;DELICIAS HORNO2;8;21.00;5.20;2.00;1.65;20.00;1.32;8;47233
